"Date","Price","Open","High","Low","Vol.","Change %"
"12/01/2021","5,650","5,825","5,850","5,625","102.41M","-2.16%"
"11/30/2021","5,775","5,950","5,975","5,750","97.59M","-3.35%"
"11/29/2021","5,975","5,900","6,000","5,750","87.37M","1.27%"
"11/26/2021","5,900","6,200","6,225","5,875","93.63M","-5.22%"
"11/25/2021","6,225","6,250","6,300","6,175","32.76M","0.00%"
"11/24/2021","6,225","6,275","6,275","6,200","25.65M","-0.40%"
"11/23/2021","6,250","6,250","6,300","6,175","31.56M","0.81%"
"11/22/2021","6,200","6,250","6,375","6,125","62.61M","-0.40%"
"11/19/2021","6,225","6,225","6,250","6,200","37.51M","0.40%"
"11/18/2021","6,200","6,250","6,250","6,175","29.63M","-0.80%"
"11/17/2021","6,250","6,225","6,250","6,175","49.12M","1.21%"
"11/16/2021","6,175","6,125","6,250","6,100","42.68M","0.82%"
"11/15/2021","6,125","6,150","6,175","6,050","22.15M","-0.41%"
"11/12/2021","6,150","6,200","6,225","6,075","26.92M","-0.40%"
"11/11/2021","6,175","6,200","6,250","6,150","51.11M","0.00%"
"11/10/2021","6,175","5,925","6,250","5,875","104.31M","5.56%"
"11/09/2021","5,850","5,900","5,950","5,850","41.11M","-1.27%"
"11/08/2021","5,925","5,925","6,000","5,900","23.18M","0.00%"
"11/05/2021","5,925","5,900","5,975","5,850","80.78M","-0.84%"
"11/04/2021","5,975","6,075","6,075","5,950","41.77M","0.00%"
"11/03/2021","5,975","5,900","6,025","5,825","90.50M","1.27%"
"11/02/2021","5,900","6,025","6,100","5,900","25.29M","-2.07%"
"11/01/2021","6,025","6,050","6,150","6,025","37.25M","0.00%"
"10/29/2021","6,025","6,225","6,250","6,025","82.40M","0.42%"
"10/28/2021","6,000","6,000","6,175","5,950","50.05M","0.00%"
"10/27/2021","6,000","6,100","6,125","6,000","40.59M","-2.44%"
"10/26/2021","6,150","6,050","6,175","6,050","25.95M","1.65%"
"10/25/2021","6,050","6,200","6,225","6,025","51.87M","-2.02%"
"10/22/2021","6,175","6,150","6,225","6,125","26.89M","0.41%"
"10/21/2021","6,150","6,350","6,350","6,125","132.91M","-3.15%"
"10/19/2021","6,350","6,275","6,375","6,200","52.12M","2.01%"
"10/18/2021","6,225","6,275","6,350","6,200","61.42M","-0.40%"
"10/15/2021","6,250","6,275","6,300","6,125","82.90M","0.40%"
"10/14/2021","6,225","6,300","6,450","6,125","104.50M","-0.80%"
"10/13/2021","6,275","5,950","6,300","5,925","143.65M","6.81%"
"10/12/2021","5,875","5,800","5,950","5,775","68.82M","1.73%"
"10/11/2021","5,775","5,925","5,950","5,775","38.99M","-2.12%"
"10/08/2021","5,900","5,700","5,975","5,625","91.09M","3.51%"
"10/07/2021","5,700","5,975","6,000","5,700","97.52M","-4.60%"
"10/06/2021","5,975","5,600","6,100","5,575","168.24M","7.66%"
"10/05/2021","5,550","5,575","5,650","5,500","27.13M","-0.45%"
"10/04/2021","5,575","5,500","5,625","5,475","52.07M","2.29%"
"10/01/2021","5,450","5,450","5,500","5,400","27.48M","-0.91%"
"09/30/2021","5,500","5,375","5,500","5,300","44.72M","3.29%"
"09/29/2021","5,325","5,075","5,350","5,050","43.00M","4.93%"
"09/28/2021","5,075","5,175","5,200","5,075","35.64M","-1.93%"
"09/27/2021","5,175","5,150","5,225","5,125","25.25M","0.49%"
"09/24/2021","5,150","5,150","5,225","5,125","29.39M","0.00%"
"09/23/2021","5,150","5,275","5,325","5,150","27.18M","-2.37%"
"09/22/2021","5,275","5,225","5,350","5,200","21.75M","0.96%"
"09/21/2021","5,225","5,275","5,275","5,150","23.66M","-1.42%"
"09/20/2021","5,300","5,425","5,425","5,225","46.90M","-2.30%"
"09/17/2021","5,425","5,375","5,425","5,275","44.00M","0.93%"
"09/16/2021","5,375","5,425","5,475","5,350","27.19M","-0.46%"
"09/15/2021","5,400","5,525","5,550","5,375","61.52M","-2.26%"
"09/14/2021","5,525","5,500","5,550","5,450","34.36M","1.38%"
"09/13/2021","5,450","5,425","5,500","5,350","29.80M","0.46%"
"09/10/2021","5,425","5,450","5,475","5,375","32.00M","-0.46%"
"09/09/2021","5,450","5,250","5,450","5,250","49.12M","3.81%"
"09/08/2021","5,250","5,375","5,375","5,250","44.08M","-1.87%"
"09/07/2021","5,350","5,425","5,450","5,300","23.69M","-1.38%"
"09/06/2021","5,425","5,375","5,450","5,325","28.32M","1.40%"
"09/03/2021","5,350","5,250","5,350","5,200","28.00M","1.90%"
"09/02/2021","5,250","5,200","5,250","5,175","17.34M","1.45%"
"09/01/2021","5,175","5,225","5,275","5,100","26.73M","-0.96%"
"08/31/2021","5,225","5,275","5,300","5,200","45.65M","-0.95%"
"08/30/2021","5,275","5,100","5,275","5,100","51.91M","4.46%"
"08/27/2021","5,050","5,100","5,100","5,050","26.97M","-0.98%"
"08/26/2021","5,100","5,200","5,200","5,050","28.76M","-0.97%"
"08/25/2021","5,150","5,150","5,200","5,075","26.87M","1.48%"
"08/24/2021","5,075","5,175","5,175","5,050","32.78M","-0.49%"
"08/23/2021","5,100","5,100","5,150","5,050","30.92M","0.00%"
"08/20/2021","5,100","5,150","5,150","5,000","32.88M","-0.97%"
"08/19/2021","5,150","5,225","5,275","5,075","53.59M","-1.44%"
"08/18/2021","5,225","5,100","5,300","5,075","102.56M","2.96%"
"08/16/2021","5,075","5,050","5,075","4,990","46.95M","1.00%"
"08/13/2021","5,025","4,960","5,075","4,960","62.67M","1.72%"
"08/12/2021","4,940","4,940","4,960","4,880","22.19M","0.61%"
"08/10/2021","4,910","4,900","4,930","4,840","41.92M","1.03%"
"08/09/2021","4,860","4,940","4,950","4,830","31.86M","-1.62%"
"08/06/2021","4,940","4,940","4,980","4,880","45.45M","1.02%"
"08/05/2021","4,890","4,900","4,930","4,860","31.30M","-0.20%"
"08/04/2021","4,900","4,970","4,970","4,870","25.65M","-0.81%"
"08/03/2021","4,940","4,840","4,970","4,830","46.41M","2.49%"
"08/02/2021","4,820","4,730","4,820","4,730","39.19M","2.12%"
"07/30/2021","4,720","4,710","4,840","4,670","65.38M","1.51%"
"07/29/2021","4,650","4,720","4,740","4,650","50.24M","-1.27%"
"07/28/2021","4,710","4,780","4,790","4,710","24.08M","-1.05%"
"07/27/2021","4,760","4,770","4,830","4,730","42.64M","-0.21%"
"07/26/2021","4,770","4,950","4,970","4,770","43.37M","-3.64%"
"07/23/2021","4,950","5,000","5,000","4,910","26.85M","-0.60%"
"07/22/2021","4,980","4,930","5,025","4,900","36.29M","2.26%"
"07/21/2021","4,870","4,780","4,930","4,780","41.72M","1.88%"
"07/19/2021","4,780","4,850","4,870","4,780","25.11M","-2.05%"
"07/16/2021","4,880","4,840","4,910","4,820","32.54M","1.46%"
"07/15/2021","4,810","4,730","4,840","4,640","50.75M","1.69%"
"07/14/2021","4,730","4,920","4,920","4,730","43.41M","-3.47%"
"07/13/2021","4,900","4,950","4,960","4,850","29.00M","-0.41%"
"07/12/2021","4,920","4,910","4,950","4,880","26.82M","0.20%"
"07/09/2021","4,910","4,880","4,920","4,870","21.09M","0.61%"
"07/08/2021","4,880","4,930","4,960","4,850","40.57M","-0.41%"
"07/07/2021","4,900","4,900","4,990","4,860","35.91M","0.00%"
"07/06/2021","4,900","4,970","4,970","4,890","31.28M","-0.81%"
"07/05/2021","4,940","5,050","5,075","4,920","27.55M","-1.20%"
"07/02/2021","5,000","5,025","5,075","4,980","22.44M","-0.50%"
"07/01/2021","5,025","4,990","5,100","4,950","42.86M","1.72%"
"06/30/2021","4,940","4,830","5,000","4,820","34.64M","2.07%"
"06/29/2021","4,840","4,730","4,920","4,710","70.43M","2.76%"
"06/28/2021","4,710","4,920","4,930","4,710","53.08M","-4.27%"
"06/25/2021","4,920","4,940","4,980","4,910","33.13M","-0.40%"
"06/24/2021","4,940","4,930","4,980","4,910","24.67M","0.20%"
"06/23/2021","4,930","4,980","5,025","4,920","46.35M","0.20%"
"06/22/2021","4,920","4,920","5,025","4,900","47.16M","0.00%"
"06/21/2021","4,920","4,920","4,970","4,760","48.18M","-1.60%"
"06/18/2021","5,000","5,075","5,125","4,900","112.16M","-1.96%"
"06/17/2021","5,100","5,125","5,150","5,075","38.07M","-0.97%"
"06/16/2021","5,150","5,200","5,200","5,125","29.14M","0.00%"
"06/15/2021","5,150","5,175","5,200","5,125","35.92M","-0.48%"
"06/14/2021","5,175","5,350","5,350","5,150","40.70M","-1.90%"
"06/11/2021","5,275","5,400","5,425","5,250","44.42M","-2.31%"
"06/10/2021","5,400","5,400","5,425","5,325","42.92M","1.41%"
"06/09/2021","5,325","5,275","5,350","5,225","24.33M","0.95%"
"06/08/2021","5,275","5,300","5,325","5,200","35.40M","0.48%"
"06/07/2021","5,250","5,225","5,300","5,200","31.69M","0.48%"
"06/04/2021","5,225","5,325","5,350","5,200","35.21M","-2.34%"
"06/03/2021","5,350","5,350","5,350","5,275","49.01M","0.47%"
"06/02/2021","5,325","5,350","5,350","5,275","43.22M","1.43%"
"05/31/2021","5,250","5,175","5,300","5,150","41.50M","1.94%"
"05/28/2021","5,150","5,175","5,225","5,125","24.35M","0.00%"
"05/27/2021","5,150","5,100","5,225","5,075","99.71M","1.48%"
"05/25/2021","5,075","5,100","5,150","5,050","45.39M","-0.49%"
"05/24/2021","5,100","5,100","5,150","5,025","33.54M","0.99%"
"05/21/2021","5,050","5,175","5,225","5,050","43.42M","-2.42%"
"05/20/2021","5,175","5,050","5,200","5,025","49.75M","2.48%"
"05/19/2021","5,050","5,100","5,125","5,025","47.01M","-1.94%"
"05/18/2021","5,150","5,150","5,200","5,100","45.78M","-0.48%"
"05/17/2021","5,175","5,300","5,325","5,125","47.62M","-0.96%"
"05/11/2021","5,225","5,400","5,425","5,175","49.16M","-2.79%"
"05/10/2021","5,375","5,350","5,425","5,350","25.43M","0.94%"
"05/07/2021","5,325","5,450","5,475","5,275","30.77M","-1.84%"
"05/06/2021","5,425","5,600","5,600","5,400","34.36M","-1.81%"
"05/05/2021","5,525","5,525","5,600","5,475","27.27M","0.45%"
"05/04/2021","5,500","5,500","5,575","5,425","39.86M","1.38%"
"05/03/2021","5,425","5,450","5,500","5,400","29.45M","-1.36%"
"04/30/2021","5,500","5,450","5,550","5,375","56.67M","1.38%"
"04/29/2021","5,425","5,350","5,475","5,350","43.20M","1.40%"
"04/28/2021","5,350","5,400","5,575","5,325","72.01M","-3.17%"
"04/27/2021","5,525","5,625","5,650","5,475","41.55M","-1.78%"
"04/26/2021","5,625","5,625","5,675","5,600","65.43M","0.00%"
"04/23/2021","5,625","5,500","5,650","5,475","95.18M","3.21%"
"04/22/2021","5,450","5,225","5,500","5,225","86.79M","4.31%"
"04/21/2021","5,225","5,225","5,275","5,200","47.26M","-1.42%"
"04/20/2021","5,300","5,150","5,300","5,150","46.60M","1.92%"
"04/19/2021","5,200","5,225","5,250","5,200","30.83M","-0.95%"
"04/16/2021","5,250","5,300","5,325","5,200","38.15M","0.00%"
"04/15/2021","5,250","5,250","5,275","5,175","34.53M","0.00%"
"04/14/2021","5,250","5,150","5,275","5,100","39.28M","3.45%"
"04/13/2021","5,075","5,025","5,175","5,025","53.51M","0.00%"
"04/12/2021","5,075","5,250","5,275","5,050","68.21M","-3.79%"
"04/09/2021","5,275","5,300","5,400","5,275","59.35M","-0.47%"
"04/08/2021","5,300","5,375","5,375","5,300","43.68M","-0.47%"
"04/07/2021","5,325","5,300","5,350","5,275","33.36M","-0.47%"
"04/06/2021","5,350","5,375","5,400","5,300","26.04M","0.00%"
"04/05/2021","5,350","5,425","5,450","5,350","29.14M","0.00%"
"04/01/2021","5,350","5,350","5,400","5,325","33.32M","1.42%"
"03/31/2021","5,275","5,450","5,450","5,225","89.84M","-2.31%"
"03/30/2021","5,400","5,475","5,550","5,400","55.84M","-2.26%"
"03/29/2021","5,525","5,600","5,650","5,525","25.16M","-1.34%"
"03/26/2021","5,600","5,525","5,600","5,475","24.88M","2.75%"
"03/25/2021","5,450","5,450","5,525","5,400","49.50M","0.00%"
"03/24/2021","5,450","5,575","5,600","5,450","40.07M","-2.24%"
"03/23/2021","5,575","5,550","5,675","5,550","46.97M","0.00%"
"03/22/2021","5,575","5,750","5,775","5,550","57.32M","-3.46%"
"03/19/2021","5,775","5,725","5,775","5,625","80.43M","0.87%"
"03/18/2021","5,725","5,675","5,800","5,625","90.34M","2.69%"
"03/17/2021","5,575","5,625","5,650","5,550","61.88M","0.45%"
"03/16/2021","5,550","5,600","5,725","5,550","64.80M","0.45%"
"03/15/2021","5,525","5,525","5,625","5,500","48.49M","0.91%"
"03/12/2021","5,475","5,550","5,575","5,450","87.07M","0.92%"
"03/10/2021","5,425","5,500","5,525","5,400","66.15M","-1.81%"
"03/09/2021","5,525","5,550","5,650","5,400","66.91M","-0.45%"
"03/08/2021","5,550","5,550","5,625","5,475","55.65M","0.91%"
"03/05/2021","5,500","5,525","5,575","5,475","48.03M","-1.35%"
"03/04/2021","5,575","5,675","5,700","5,525","70.77M","-1.76%"
"03/03/2021","5,675","5,625","5,700","5,525","49.03M","1.79%"
"03/02/2021","5,575","5,650","5,675","5,550","87.06M","-0.45%"
"03/01/2021","5,600","5,500","5,600","5,450","118.42M","3.70%"
"02/26/2021","5,400","5,450","5,525","5,350","146.27M","-3.14%"
"02/25/2021","5,575","5,700","5,700","5,475","123.67M","-0.89%"
"02/24/2021","5,625","5,775","5,850","5,600","73.05M","-1.75%"
"02/23/2021","5,725","5,700","5,825","5,700","60.75M","0.44%"
"02/22/2021","5,700","5,825","5,850","5,700","55.23M","-1.30%"
"02/19/2021","5,775","5,725","5,850","5,725","42.63M","0.87%"
"02/18/2021","5,725","5,750","5,875","5,725","56.77M","-1.29%"
"02/17/2021","5,800","5,900","5,925","5,750","56.52M","-2.11%"
"02/16/2021","5,925","5,975","6,000","5,900","35.80M","-0.42%"
"02/15/2021","5,950","6,100","6,250","5,950","178.64M","1.71%"
"02/11/2021","5,850","5,875","5,950","5,825","37.89M","-0.85%"
"02/10/2021","5,900","5,850","5,975","5,825","43.49M","1.29%"
"02/09/2021","5,825","6,100","6,200","5,825","113.80M","-4.51%"
"02/08/2021","6,100","6,200","6,200","6,075","28.82M","0.00%"
"02/05/2021","6,100","6,250","6,250","6,050","34.37M","-1.61%"
"02/04/2021","6,200","6,225","6,225","6,125","29.51M","0.81%"
"02/03/2021","6,150","6,075","6,275","5,950","76.42M","2.93%"
"02/02/2021","5,975","6,150","6,150","5,875","42.42M","-0.83%"
"02/01/2021","6,025","5,850","6,075","5,750","57.42M","-1.23%"
"01/29/2021","6,100","6,300","6,375","5,950","71.89M","-2.79%"
"01/28/2021","6,275","6,150","6,450","6,150","54.60M","0.00%"
"01/27/2021","6,275","6,350","6,350","6,150","56.44M","-1.18%"
"01/26/2021","6,350","6,475","6,575","6,300","39.16M","-1.93%"
"01/25/2021","6,475","6,650","6,650","6,325","73.39M","-3.36%"
"01/22/2021","6,700","6,825","6,850","6,600","34.96M","-1.47%"
"01/21/2021","6,800","6,800","6,800","6,725","32.22M","1.87%"
"01/20/2021","6,675","6,625","6,775","6,625","27.40M","0.00%"
"01/19/2021","6,675","6,775","6,775","6,575","37.24M","0.00%"
"01/18/2021","6,675","6,575","6,700","6,525","48.44M","1.52%"
"01/15/2021","6,575","6,800","6,850","6,525","45.72M","-2.95%"
"01/14/2021","6,775","6,850","6,925","6,775","48.21M","0.00%"
"01/13/2021","6,775","6,600","6,800","6,500","56.17M","3.83%"
"01/12/2021","6,525","6,425","6,650","6,400","38.23M","0.00%"
"01/11/2021","6,525","6,500","6,600","6,475","57.62M","1.56%"
"01/08/2021","6,425","6,150","6,475","6,100","88.59M","5.76%"
"01/07/2021","6,075","6,175","6,200","6,075","33.54M","-1.22%"
"01/06/2021","6,150","6,175","6,225","5,950","42.78M","-0.40%"
"01/05/2021","6,175","6,225","6,250","6,150","27.32M","-0.80%"
"01/04/2021","6,225","6,100","6,250","6,025","34.84M","3.32%"
